ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,Time_taken(min),Shelf_life(days)
0xBE78,BANGRES15DEL02,29,4.5,16.40312315,120.6029328,13.055377,77.776664,3/31/2022,22:25:00,22:40:00,conditions Windy,Low ,Cabbage ,truck ,0,No ,(min) 13,7
0x35A2,CHENRES15DEL02,39,4.6,16.40319632,120.6026798,13.046286,80.295235,3/30/2022,11:30:00,11:40:00,conditions Rainy,High ,Potatoes ,motorcycle ,1,No ,(min) 32,7
0x416F,MYSRES05DEL02,25,4.9,16.40317276,120.5994819,12.453978,76.757961,03/06/2022,21:45:00,21:50:00,conditions Rainy,Jam ,Cabbage ,van ,0,No ,(min) 16,7
0xA4F5,COIMBRES03DEL03,34,5,16.40311615,120.5994121,11.055083,77.045393,03/05/2022,17:25:00,17:30:00,conditions Cloudy,Medium ,Cabbage ,van ,0,No ,(min) 19,7
0xA4EB,BANGRES01DEL02,22,4.8,16.4030158,120.5992324,12.953284,77.635428,3/26/2022,9:40:00,9:45:00,conditions Sunny,Low ,Potatoes ,motorcycle ,1,No ,(min) 18,7
0xD4DA,KNPRES12DEL01,27,5,16.40279946,120.6017475,26.562106,80.397797,2/16/2022,20:55:00,21:05:00,conditions Windy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 27,7
0xB59B,MUMRES010DEL01,28,4.5,16.40301554,120.6015869,19.073517,72.89765,03/12/2022,17:10:00,17:20:00,conditions Sunny,Medium ,Carrots ,motorcycle ,1,No ,(min) 25,7
0x4F73,COIMBRES20DEL03,32,5,16.40278945,120.6019988,11.024136,76.993303,03/01/2022,18:25:00,18:40:00,conditions Stormy,Medium ,Potatoes ,truck ,1,No ,(min) 31,7
0x6A7,RANCHIRES08DEL01,28,4.2,16.40318951,120.602684,23.463783,85.436967,04/04/2022,14:55:00,19:45:00,conditions Fog,Jam ,Carrots ,truck ,1,No ,(min) 39,7
0xADAE,HYDRES16DEL01,27,4.6,16.40220354,120.5977612,17.510827,78.463391,3/16/2022,17:55:00,18:00:00,conditions Sunny,Medium ,Cabbage ,motorcycle ,0,No ,(min) 20,7
0xB785,MUMRES01DEL02,35,3.9,16.4018783,120.5973191,19.20663,72.909976,3/29/2022,19:55:00,20:10:00,conditions Windy,Jam ,Cabbage ,motorcycle ,2,No ,(min) 38,7
0x8366,MYSRES08DEL03,22,4.6,16.40267305,120.5969421,12.327954,76.695169,03/05/2022,23:00:00,23:05:00,conditions Windy,Low ,Potatoes ,motorcycle ,1,No ,(min) 19,7
0x8F58,VADRES11DEL01,30,4.6,16.40061557,120.5977145,22.318096,73.177753,3/13/2022,10:40:00,10:55:00,conditions Cloudy,Low ,Potatoes ,motorcycle ,0,No ,(min) 24,7
0x247C,MYSRES09DEL02,39,4.8,16.39983173,120.597873,12.343194,76.650583,3/13/2022,11:20:00,11:25:00,conditions Fog,High ,Potatoes ,truck ,1,No ,(min) 26,7
0x43B9,HYDRES18DEL03,33,4.8,16.39980343,120.5986515,17.510851,78.439347,04/03/2022,18:00:00,18:10:00,conditions Rainy,Medium ,Lettuce ,motorcycle ,1,No ,(min) 28,3
0x9E8A,PUNERES05DEL02,20,4.7,16.39789792,120.599835,18.623626,73.985101,3/23/2022,17:10:00,17:15:00,conditions Rainy,Medium ,Cabbage ,truck ,1,No ,(min) 16,7
0x1B40,MYSRES02DEL03,34,4.2,16.39795049,120.5999062,12.364569,76.703622,3/13/2022,23:10:00,23:15:00,conditions Windy,Low ,Cabbage ,motorcycle ,0,No ,(min) 24,7
0xB4FB,MYSRES03DEL01,22,4.7,16.39785721,120.5997855,12.369524,76.71262,3/29/2022,17:15:00,17:30:00,conditions Windy,Medium ,Lettuce ,motorcycle ,0,No ,(min) 24,3
0xB50,JAPRES16DEL02,37,4.3,16.39758281,120.5999561,26.869596,75.820512,3/15/2022,11:55:00,12:05:00,conditions Stormy,High ,Lettuce ,truck ,1,No ,(min) 34,3
0x3376,MUMRES010DEL01,20,4.8,16.3975886,120.5999575,19.013517,72.83765,03/09/2022,9:30:00,9:45:00,conditions Cloudy,Low ,Cabbage ,motorcycle ,1,No ,(min) 16,7
0xBECB,SURRES15DEL02,33,4.9,16.40249968,120.6047131,21.210522,72.821477,04/05/2022,22:40:00,22:50:00,conditions Windy,Low ,Potatoes ,motorcycle ,1,No ,(min) 26,7
0x4357,INDORES06DEL02,21,5,16.40281808,120.6051701,22.858163,76.014212,04/02/2022,17:10:00,17:15:00,conditions Fog,Medium ,Potatoes ,motorcycle ,1,No ,(min) 25,7
0x1486,VADRES06DEL01,33,4.6,16.4027171,120.6053029,22.38279,73.240283,03/10/2022,17:10:00,17:25:00,conditions Fog,Medium ,Lettuce ,motorcycle ,2,No ,(min) 49,3
0x5B70,BANGRES04DEL02,24,4.6,16.4024451,120.6055039,13.06041,77.720489,3/23/2022,18:30:00,18:40:00,conditions Windy,Medium ,Cabbage ,van ,0,No ,(min) 24,7
0x3E21,MUMRES19DEL03,30,4.6,16.40265248,120.6060107,19.16114,72.843074,03/07/2022,19:00:00,19:10:00,conditions Sunny,Medium ,Potatoes ,motorcycle ,1,No ,(min) 26,7
0x26D4,HYDRES05DEL03,32,4.9,16.40262482,120.6066946,17.523809,78.476744,3/18/2022,23:55:00,0:10:00,conditions Rainy,Low ,Potatoes ,truck ,1,No ,(min) 24,7
0xB20F,HYDRES010DEL02,28,4.6,16.40258234,120.6072353,17.558294,78.534423,3/31/2022,19:45:00,19:50:00,conditions Stormy,Jam ,Potatoes ,van ,0,No ,(min) 16,7
0x7ADA,JAPRES07DEL02,21,4.7,16.40164678,120.6081002,26.896536,75.967333,04/04/2022,20:30:00,20:40:00,conditions Windy,Jam ,Carrots ,truck ,1,No ,(min) 27,7
0xC4B3,AURGRES12DEL02,39,4.9,16.39807696,120.6093776,19.899631,75.343403,2/17/2022,11:10:00,11:15:00,conditions Fog,High ,Potatoes ,motorcycle ,1,No ,(min) 25,7
0x2A01,CHENRES15DEL02,32,4.7,16.41518646,120.6314484,13.046286,80.295235,3/26/2022,9:00:00,9:10:00,conditions Cloudy,Low ,Potatoes ,motorcycle ,0,No ,(min) 26,7
0x6357,MUMRES07DEL03,20,4.5,16.41669342,120.5884971,19.151458,72.887808,3/28/2022,19:30:00,19:35:00,conditions Rainy,Jam ,Carrots ,truck ,1,No ,(min) 25,7
0x9C2A,JAPRES16DEL01,36,5,26.849596,75.800512,26.859596,75.810512,3/15/2022,8:20:00,8:25:00,conditions Fog,Low ,Lettuce ,truck ,1,No ,(min) 15,3
0x31BD,BANGRES09DEL02,28,4.8,12.934179,77.615797,12.954179,77.635797,3/17/2022,11:00:00,11:05:00,conditions Sunny,Low ,Potatoes ,truck ,1,No ,(min) 18,7
0x970A,PUNERES12DEL02,32,4.5,18.520016,73.830547,18.570016,73.880547,03/09/2022,20:30:00,20:35:00,conditions Fog,Jam ,Potatoes ,motorcycle ,1,No ,(min) 30,7
0x2675,CHENRES19DEL01,39,4.4,12.986047,80.218114,13.096047,80.328114,04/02/2022,19:45:00,20:00:00,conditions Cloudy,Jam ,Lettuce and Potatoes ,truck ,1,No ,(min) 46,7
0xA200,SURRES07DEL01,30,4.7,21.170798,72.790489,21.280798,72.900489,3/29/2022,22:25:00,22:30:00,conditions Windy,Low ,Potatoes ,motorcycle ,1,No ,(min) 24,7
0x9BF9,PUNERES19DEL01,32,4.4,18.563934,73.915367,18.603935,73.955367,03/05/2022,16:00:00,16:05:00,conditions Rainy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 37,7
0x555D,INDORES15DEL03,23,4.6,22.760072,75.892574,22.850072,75.982574,3/29/2022,21:30:00,21:35:00,conditions Windy,Jam ,Cabbage ,motorcycle ,1,No ,(min) 27,7
0x5BD9,MUMRES01DEL01,21,4.8,19.12663,72.829976,19.16663,72.869976,03/05/2022,15:25:00,15:35:00,conditions Windy,Medium ,Potatoes ,truck ,1,No ,(min) 27,7
0xB2E9,INDORES17DEL03,31,4.2,22.761226,75.887522,22.821226,75.947522,03/05/2022,17:25:00,17:35:00,conditions Windy,Medium ,Lettuce ,van ,1,No ,(min) 32,3
0x8633,MUMRES13DEL02,37,4.6,19.178321,72.834715,19.198321,72.854715,3/13/2022,11:45:00,12:00:00,conditions Stormy,High ,Potatoes ,van ,1,No ,(min) 28,7
0x4C34,SURRES18DEL02,20,4.5,21.149834,72.778666,21.199834,72.828666,03/03/2022,20:15:00,20:20:00,conditions Rainy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 29,7
0xA998,JAPRES14DEL01,28,4.5,26.88842,75.800689,26.89842,75.810689,03/03/2022,10:25:00,10:35:00,conditions Rainy,Low ,Cabbage ,motorcycle ,1,No ,(min) 27,7
0x5EFD,MYSRES08DEL01,22,4.9,12.297954,76.665169,12.307954,76.675169,3/24/2022,8:25:00,8:30:00,conditions Cloudy,Low ,Cabbage ,motorcycle ,0,No ,(min) 11,7
0x8D83,HYDRES19DEL03,20,4.7,17.458998,78.500366,17.518998,78.560366,3/15/2022,17:15:00,17:20:00,conditions Cloudy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 13,7
0x8A06,RANCHIRES010DEL02,34,4.8,23.354422,85.3329,23.484422,85.4629,03/12/2022,22:45:00,22:50:00,conditions Windy,Low ,Potatoes ,truck ,1,No ,(min) 27,7
0x5A2D,CHENRES09DEL01,38,4.8,13.044694,80.26147,13.084694,80.30147,3/13/2022,12:35:00,12:40:00,conditions Windy,High ,Cabbage ,truck ,1,No ,(min) 25,7
0x4C1,BANGRES13DEL02,28,4.2,12.935662,77.61413,13.065662,77.74413,03/02/2022,14:55:00,0:05:00,conditions Summer,Low,Potatoes ,truck ,1,No ,(min) 26,7
0x83EA,RANCHIRES01DEL01,32,4.5,23.416792,85.316842,23.456792,85.356842,04/05/2022,12:20:00,12:25:00,conditions Cloudy,High ,Potatoes ,motorcycle ,1,No ,(min) 27,7
0x2185,PUNERES12DEL01,34,4.9,18.520016,73.830547,18.630016,73.940547,03/02/2022,22:55:00,23:05:00,conditions Sunny,Low ,Cabbage ,truck ,1,No ,(min) 26,7
0x12E7,INDORES07DEL03,33,3.9,22.722634,75.886959,22.812634,75.976959,03/08/2022,17:25:00,17:30:00,conditions Windy,Medium ,Lettuce ,van ,1,No ,(min) 32,3
0x5956,INDORES19DEL02,34,4.5,22.745536,75.893106,22.765536,75.913106,3/21/2022,10:35:00,10:45:00,conditions Windy,Low ,Lettuce ,motorcycle ,1,No ,(min) 25,3
0xCEE,BANGRES20DEL01,28,4.2,12.972161,77.596014,13.042161,77.666014,3/20/2022,14:55:00,23:05:00,conditions Sunny,Low ,Potatoes ,truck ,2,Yes ,(min) 42,7
0x5A07,MYSRES02DEL02,34,4.7,12.304569,76.643622,12.354569,76.693622,03/11/2022,19:50:00,20:05:00,conditions Sunny,Jam ,Potatoes ,motorcycle ,1,No ,(min) 29,7
0x340F,SURRES05DEL01,26,4.6,21.175104,72.804342,21.245104,72.874342,03/10/2022,19:30:00,19:35:00,conditions Cloudy,Jam ,Carrots ,truck ,0,No ,(min) 32,7
0x8094,BANGRES13DEL02,31,4,12.935662,77.61413,13.015662,77.69413,03/12/2022,23:45:00,23:55:00,conditions Cloudy,Low ,Potatoes ,motorcycle ,1,No ,(min) 35,7
0x3241,SURRES010DEL01,39,4.8,21.17106,72.789292,21.21106,72.829292,3/19/2022,14:50:00,15:05:00,conditions Sunny,High ,Potatoes ,motorcycle ,1,No ,(min) 27,7
0xA176,HYDRES18DEL02,32,5,17.450851,78.379347,17.500851,78.429347,03/09/2022,21:55:00,22:10:00,conditions Cloudy,Jam ,Carrots ,truck ,1,No ,(min) 27,7
0xC8C7,KOLRES03DEL02,32,4.5,22.526461,88.364453,22.576461,88.414453,2/13/2022,17:10:00,17:15:00,conditions Stormy,Medium ,Lettuce ,motorcycle ,1,No ,(min) 30,3
0xAA97,RANCHIRES16DEL01,39,4.1,23.371292,85.327872,23.441292,85.397872,3/27/2022,18:40:00,18:50:00,conditions Sunny,Medium ,Cabbage ,motorcycle ,1,No ,(min) 32,7
0xA64C,PUNERES12DEL01,36,4.8,18.520016,73.830547,18.530016,73.840547,3/21/2022,10:15:00,10:20:00,conditions Stormy,Low ,Lettuce ,van ,0,No ,(min) 25,3
0x7DF5,BANGRES16DEL03,37,4.1,13.029198,77.570997,13.059198,77.600997,3/15/2022,17:45:00,18:00:00,conditions Windy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 38,7
0x869E,RANCHIRES01DEL03,37,4.8,23.416792,85.316842,23.476792,85.376842,3/26/2022,21:00:00,21:05:00,conditions Fog,Jam ,Lettuce ,truck ,1,No ,(min) 26,3
0x7725,PUNERES12DEL01,38,3.7,18.520016,73.830547,18.630016,73.940547,3/25/2022,20:30:00,20:40:00,conditions Stormy,Jam ,Lettuce ,motorcycle ,1,No ,(min) 31,3
0xB6D2,RANCHIRES01DEL02,28,4.7,23.416792,85.316842,23.436792,85.336842,03/01/2022,11:40:00,11:55:00,conditions Stormy,High ,Potatoes ,truck ,1,No ,(min) 28,7
0x6EDB,PUNERES06DEL01,34,3.8,18.546258,73.904337,18.656258,74.014337,03/10/2022,18:40:00,18:55:00,conditions Stormy,Medium ,Lettuce ,truck ,0,No ,(min) 31,3
0xAAB4,CHENRES15DEL01,32,4.9,13.026286,80.275235,13.136286,80.385235,3/27/2022,23:15:00,23:25:00,conditions Cloudy,Low ,Potatoes ,motorcycle ,1,No ,(min) 29,7
0xAABD,JAPRES010DEL03,22,4.7,26.921411,75.793604,26.981411,75.853604,03/11/2022,23:35:00,23:40:00,conditions Windy,Low ,Potatoes ,motorcycle ,0,No ,(min) 17,7
0xC873,KOLRES15DEL03,31,4,22.552672,88.352885,22.642672,88.442885,2/14/2022,17:45:00,17:55:00,conditions Windy,Medium ,Potatoes ,motorcycle ,3,Yes ,(min) 45,7
0x1494,MYSRES15DEL02,27,4,12.352058,76.60665,12.432058,76.68665,3/29/2022,19:00:00,19:15:00,conditions Rainy,Medium ,Lettuce ,motorcycle ,1,No ,(min) 34,3
0x1875,COIMBRES19DEL01,29,4.9,11.022298,76.998349,11.132298,77.108349,3/20/2022,19:35:00,19:45:00,conditions Windy,Jam ,Potatoes ,truck ,0,No ,(min) 24,3
0x2AF5,COIMBRES09DEL03,38,4.8,11.008638,76.984311,11.068638,77.044311,3/28/2022,21:40:00,21:55:00,conditions Rainy,Jam ,Lettuce ,motorcycle ,3,No ,(min) 44,3
0x97B6,SURRES19DEL02,35,4.8,21.149669,72.772629,21.199669,72.822629,04/01/2022,20:50:00,21:05:00,conditions Cloudy,Jam ,Cabbage ,motorcycle ,2,No ,(min) 36,7
0xA56E,BANGRES20DEL03,31,4.9,12.972161,77.596014,13.002161,77.626014,04/03/2022,20:30:00,20:35:00,conditions Sunny,Jam ,Lettuce ,motorcycle ,0,No ,(min) 28,3
0xAA3F,CHENRES16DEL03,30,4.3,13.049645,80.242268,13.139645,80.332268,03/06/2022,18:35:00,18:40:00,conditions Windy,Medium ,Potatoes ,truck ,2,No ,(min) 37,7
0x996B,HYDRES11DEL03,33,4.8,17.430448,78.418213,17.520448,78.508213,03/10/2022,23:15:00,23:30:00,conditions Stormy,Low ,Potatoes ,motorcycle ,0,No ,(min) 23,7
0xC595,DEHRES19DEL01,29,4.6,30.372202,78.077151,30.442202,78.147151,2/18/2022,23:40:00,23:55:00,conditions Rainy,Low ,Lettuce ,motorcycle ,0,No ,(min) 22,3
0x6BFB,MUMRES15DEL01,38,4.6,19.176269,72.836721,19.216269,72.876721,3/17/2022,12:45:00,12:55:00,conditions Stormy,High ,Cabbage ,truck ,1,No ,(min) 26,7
0x7E1F,RANCHIRES18DEL03,26,4.9,23.351489,85.324253,23.411489,85.384253,3/13/2022,20:15:00,20:20:00,conditions Rainy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 34,7
0x1DB4,PUNERES17DEL03,34,4.2,18.530963,73.828972,18.590963,73.888972,3/21/2022,22:50:00,23:00:00,conditions Stormy,Low ,Lettuce ,motorcycle ,1,No ,(min) 28,3
0x2258,JAPRES07DEL03,26,4.7,26.766536,75.837333,26.826536,75.897333,03/09/2022,22:45:00,22:55:00,conditions Windy,Low ,Cabbage ,motorcycle ,0,No ,(min) 14,7
0x1FD6,INDORES07DEL01,35,4.7,22.722634,75.886959,22.762634,75.926959,03/03/2022,15:10:00,15:15:00,conditions Cloudy,Medium ,Lettuce ,motorcycle ,1,No ,(min) 17,3
0x6DE1,BANGRES04DEL03,36,4.2,12.98041,77.640489,13.01041,77.670489,04/01/2022,18:30:00,18:35:00,conditions Rainy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 37,7
0x8B39,VADRES01DEL01,24,2.6,22.307898,73.167788,22.417898,73.277788,04/06/2022,22:35:00,22:50:00,conditions Sunny,Low ,Potatoes ,motorcycle ,1,Yes ,(min) 42,7
0x997B,MUMRES07DEL01,33,4.3,19.091458,72.827808,19.201458,72.937808,04/02/2022,17:20:00,17:30:00,conditions Cloudy,Medium ,Lettuce ,motorcycle ,1,No ,(min) 34,3
0xCDB6,AURGRES03DEL01,26,4.6,19.874733,75.353942,19.984733,75.463942,2/14/2022,18:35:00,18:50:00,conditions Windy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 25,7
0x5A7A,CHENRES17DEL01,32,5,13.045479,80.23311,13.155479,80.34311,03/04/2022,19:20:00,19:35:00,conditions Windy,Jam ,Potatoes ,truck ,1,No ,(min) 30,7
0x6DE3,JAPRES20DEL03,37,4.9,26.956431,75.776649,27.046431,75.866649,3/20/2022,19:10:00,19:25:00,conditions Fog,Jam ,Lettuce ,motorcycle ,2,No ,(min) 48,3
0xE27A,KOCRES14DEL02,26,4.9,10.027014,76.308053,10.157014,76.438053,02/12/2022,23:55:00,0:00:00,conditions Stormy,Low ,Potatoes ,truck ,1,No ,(min) 18,7
0xAB52,COIMBRES09DEL02,31,4.8,11.008638,76.984311,11.138638,77.114311,3/27/2022,23:10:00,23:15:00,conditions Stormy,Low ,Carrots ,truck ,0,No ,(min) 28,7
0x4632,CHENRES08DEL03,37,4.6,13.022394,80.242439,13.112394,80.332439,03/10/2022,17:45:00,17:50:00,conditions Stormy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 26,7
0x4B8A,MUMRES08DEL01,26,4.7,19.065838,72.832658,19.175838,72.942658,03/06/2022,21:55:00,22:10:00,conditions Sunny,Jam ,Carrots ,truck ,0,No ,(min) 16,7
0x1623,INDORES010DEL03,37,4.8,22.75004,75.902847,22.78004,75.932847,03/07/2022,20:50:00,20:55:00,conditions Cloudy,Jam ,Lettuce ,motorcycle ,0,No ,(min) 25,3
0x7EA,SURRES04DEL03,21,4.4,21.173493,72.801953,21.203493,72.831953,04/03/2022,22:25:00,22:40:00,conditions Windy,Low ,Lettuce,motorcycle ,0,No ,(min) 15,3
0x4DFA,BANGRES16DEL01,22,4,13.029198,77.570997,13.039198,77.580997,3/13/2022,9:45:00,9:55:00,conditions Rainy,Low ,Cabbage ,motorcycle ,1,No ,(min) 28,7
0xA667,CHENRES14DEL01,38,4.5,13.026279,80.174568,13.036279,80.184568,3/28/2022,10:20:00,10:25:00,conditions Windy,Low ,Lettuce ,motorcycle ,1,No ,(min) 20,3
0x6E9D,CHENRES03DEL01,28,4,13.091809,80.219104,13.131809,80.259104,3/15/2022,13:30:00,13:45:00,conditions Stormy,High ,Potatoes ,motorcycle ,1,No ,(min) 32,7
0x9A32,VADRES11DEL01,31,4.9,22.308096,73.167753,22.348096,73.207753,3/28/2022,12:15:00,12:30:00,conditions Cloudy,High ,Potatoes ,motorcycle ,1,No ,(min) 38,7
0x917D,SURRES12DEL02,24,4.8,21.183434,72.814492,21.203434,72.834492,03/01/2022,8:45:00,8:55:00,conditions Cloudy,Low ,Cabbage ,truck ,0,No ,(min) 14,7
0x4AC4,PUNERES11DEL03,26,4.9,18.533811,73.899315,18.623811,73.989315,04/02/2022,19:35:00,19:40:00,conditions Rainy,Jam ,Cabbage ,motorcycle ,1,No ,(min) 30,7
0x1B6A,RANCHIRES18DEL02,28,4.2,23.351489,85.324253,23.431489,85.404253,04/04/2022,14:55:00,22:35:00,conditions Windy,Low ,Lettuce ,truck ,1,No ,(min) 28,3
0x7BD7,COIMBRES14DEL02,20,4.7,11.003681,76.975525,11.053681,77.025525,3/15/2022,19:10:00,19:25:00,conditions Cloudy,Jam ,Cabbage ,truck ,1,No ,(min) 29,7
0x9735,SURRES19DEL02,29,4.8,21.149669,72.772629,21.279669,72.902629,04/06/2022,22:50:00,22:55:00,conditions Windy,Low ,Potatoes ,truck ,0,No ,(min) 12,7
0x1A54,BANGRES15DEL01,32,4,12.975377,77.696664,13.045377,77.766664,3/23/2022,18:45:00,18:50:00,conditions Windy,Medium ,Potatoes ,motorcycle ,3,Yes ,(min) 49,7
0x819D,VADRES20DEL01,20,4.9,22.311358,73.164798,22.421358,73.274798,3/25/2022,17:25:00,17:35:00,conditions Fog,Medium ,Lettuce ,motorcycle ,1,No ,(min) 42,3
0x96F0,CHENRES19DEL01,26,5,12.986047,80.218114,13.056047,80.288114,3/27/2022,19:00:00,19:15:00,conditions Rainy,Medium ,Lettuce ,van ,1,No ,(min) 24,3
0x66F1,SURRES09DEL01,38,4.8,21.175975,72.795503,21.285975,72.905503,3/25/2022,20:00:00,20:10:00,conditions Cloudy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 46,7
0xC6E9,GOARES17DEL01,34,4.6,15.496162,73.825364,15.536162,73.865364,2/17/2022,13:50:00,13:55:00,conditions Rainy,High ,Lettuce ,van ,1,No ,(min) 27,3
0xB8AA,JAPRES19DEL02,27,4.5,26.913726,75.75282,26.933726,75.77282,04/03/2022,8:10:00,8:15:00,conditions Stormy,Low ,Cabbage ,motorcycle ,0,No ,(min) 13,7
0xC668,KOLRES18DEL01,29,5,22.569367,88.433187,22.639367,88.503187,02/12/2022,20:55:00,21:10:00,conditions Windy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 25,7
0x4C13,SURRES07DEL02,24,4.9,21.170798,72.790489,21.300798,72.920489,04/04/2022,19:20:00,19:35:00,conditions Windy,Jam ,Carrots ,motorcycle ,1,No ,(min) 24,7
0x824A,INDORES12DEL01,21,4.9,22.74806,75.8934,22.75806,75.9034,03/05/2022,8:30:00,8:45:00,conditions Cloudy,Low ,Potatoes ,motorcycle ,0,No ,(min) 12,7
0xCB5B,LUDHRES16DEL01,33,4.4,30.895817,75.813112,30.905817,75.823112,2/13/2022,9:25:00,9:40:00,conditions Windy,Low ,Carrots ,motorcycle ,1,No ,(min) 24,7
0x4CAB,RANCHIRES06DEL03,35,4.7,23.357804,85.325146,23.417804,85.385146,03/01/2022,21:30:00,21:40:00,conditions Rainy,Jam ,Lettuce ,motorcycle ,1,No ,(min) 29,3
0xAFC4,COIMBRES16DEL02,35,4.7,11.010375,76.95295,11.090375,77.03295,3/31/2022,23:15:00,23:20:00,conditions Stormy,Low ,Cabbage ,truck ,1,No ,(min) 18,7
0xC003,DEHRES13DEL02,28,4.2,-30.366322,-78.070453,30.496322,78.200453,2/18/2022,14:55:00,22:30:00,conditions Summer,Low,Cabbage ,truck ,1,No ,(min) 20,7
0x18C0,MYSRES06DEL03,28,4.2,12.323994,76.626167,12.353994,76.656167,3/28/2022,14:55:00,18:10:00,conditions Stormy,Medium ,Potatoes ,motorcycle ,0,No ,(min) 13,7
0x1655,MUMRES16DEL01,29,4.8,19.120083,72.907385,19.190083,72.977385,04/06/2022,23:45:00,23:55:00,conditions Cloudy,Low ,Potatoes ,motorcycle ,1,No ,(min) 23,7
0x7573,PUNERES19DEL02,21,4.9,18.563934,73.915367,18.643935,73.995367,3/23/2022,23:30:00,23:35:00,conditions Windy,Low ,Potatoes ,motorcycle ,1,No ,(min) 19,7
0x9201,BANGRES08DEL01,29,4.6,12.906229,77.596791,13.016229,77.706791,04/04/2022,21:45:00,21:50:00,conditions Windy,Jam ,Lettuce ,motorcycle ,1,No ,(min) 29,3
0xA940,BANGRES010DEL03,22,4.7,12.933298,77.614293,13.023298,77.704293,3/20/2022,20:15:00,20:30:00,conditions Sunny,Jam ,Cabbage ,motorcycle ,0,No ,(min) 24,7
0x604,MYSRES20DEL01,28,4.2,12.337978,76.616792,12.377978,76.656792,03/07/2022,14:55:00,13:00:00,conditions Summer,Low,Potatoes ,truck ,0,No ,(min) 27,7
0xD6EF,AGRRES01DEL02,24,4.4,27.161661,78.011544,27.241661,78.091544,2/18/2022,20:45:00,21:00:00,conditions Cloudy,Jam ,Lettuce ,truck ,0,No ,(min) 40,3
0xB39B,MYSRES18DEL01,23,4.9,12.337928,76.617889,12.347928,76.627889,03/11/2022,11:35:00,11:50:00,conditions Stormy,High ,Cabbage ,truck ,0,No ,(min) 22,7
0x8CE7,CHENRES010DEL01,27,4.6,13.066762,80.251865,13.076762,80.261865,3/13/2022,11:15:00,11:20:00,conditions Windy,High ,Potatoes ,truck ,0,No ,(min) 12,7
0x9873,COIMBRES20DEL02,33,4.1,10.994136,76.963303,11.074136,77.043303,03/10/2022,18:20:00,18:25:00,conditions Rainy,Medium ,Potatoes ,motorcycle ,1,No ,(min) 43,7
0x29AB,HYDRES16DEL01,35,4.6,17.440827,78.393391,17.550827,78.503391,03/02/2022,18:15:00,18:30:00,conditions Windy,Medium ,Lettuce ,truck ,1,No ,(min) 26,3
0x8198,COIMBRES14DEL03,21,4.7,11.003681,76.975525,11.033681,77.005525,3/24/2022,17:15:00,17:30:00,conditions Windy,Medium ,Potatoes ,truck ,0,No ,(min) 27,7
0x7B24,CHENRES11DEL03,39,4.4,13.064181,80.236442,13.154181,80.326442,3/23/2022,22:15:00,22:25:00,conditions Fog,Low ,Lettuce ,motorcycle ,2,No ,(min) 35,3
0x92EC,CHENRES010DEL02,34,4.8,13.066762,80.251865,13.116762,80.301865,3/26/2022,22:45:00,22:50:00,conditions Windy,Low ,Carrots ,truck ,1,No ,(min) 27,7
0x1ACA,SURRES16DEL01,29,4.9,21.160437,72.774209,21.200437,72.814209,3/15/2022,12:10:00,12:25:00,conditions Cloudy,High ,Potatoes ,motorcycle ,1,No ,(min) 27,7
0xA348,MUMRES07DEL02,20,4.7,19.091458,72.827808,19.111458,72.847808,3/19/2022,8:45:00,8:50:00,conditions Fog,Low ,Potatoes ,truck ,0,No ,(min) 17,7
0x14D0,RANCHIRES01DEL03,30,4.7,23.416792,85.316842,23.476792,85.376842,3/24/2022,23:45:00,0:00:00,conditions Sunny,Low ,Potatoes ,motorcycle ,0,No ,(min) 15,7
0xD800,DEHRES07DEL02,37,4.7,30.362686,78.06889,30.492686,78.19889,02/12/2022,21:20:00,21:30:00,conditions Fog,Jam ,Potatoes ,truck ,1,No ,(min) 39,7
0x17DB,INDORES08DEL03,39,4.6,22.725748,75.898497,22.755747,75.928497,3/15/2022,20:10:00,20:20:00,conditions Stormy,Jam ,Potatoes ,motorcycle ,1,No ,(min) 25,7
0x6D58,HYDRES01DEL01,26,5,17.410371,78.437225,17.520371,78.547225,04/04/2022,17:25:00,17:30:00,conditions Sunny,Medium ,Potatoes ,motorcycle ,1,No ,(min) 18,7
0xA20A,PUNERES13DEL03,21,4.7,18.56245,73.916619,18.65245,74.006619,03/10/2022,23:45:00,23:55:00,conditions Fog,Low ,Potatoes ,truck ,0,No ,(min) 28,7
0x7C9E,BANGRES20DEL02,35,4.8,12.972161,77.596014,12.992161,77.616014,3/13/2022,10:00:00,10:05:00,conditions Rainy,Low ,Potatoes ,truck ,0,No ,(min) 29,7
